Country,Indicator,Region,Subregion,Unit,Year,Clear,Female Firearm chart,Female Firearms,Female Other  ,Female Other chart ,Female Sharp,Female Sharp chart,Female Unknown,Female Unknown chart ,Male Firearms,Male Firearms chart,Male Other ,Male Other chart ,Male Sharp,Male Sharp chart,Male Unknown,Male Unknown chart ,Number of Records,Onlyrates,rate,Round rate and count
Austria,Homicide by Sharp Objects,Europe,Western Europe,Count,2013,0,,,,,,,,,,,,,,,,,1,,28,28
Belgium,Homicide by Sharp Objects,Europe,Western Europe,Count,2013,0,,,,,,,,,,,,,,,,,1,,48,48
France,Homicide by Sharp Objects,Europe,Western Europe,Count,2013,0,,,,,,,,,,,,,,,,,1,,228,228
Germany,Homicide by Sharp Objects,Europe,Western Europe,Count,2013,0,,,,,,,,,,,,,,,,,1,,221,221
Liechtenstein,Homicide by Sharp Objects,Europe,Western Europe,Count,2013,0,,,,,,,,,,,,,,,,,1,,0,0
Netherlands,Homicide by Sharp Objects,Europe,Western Europe,Count,2013,0,,,,,,,,,,,,,,,,,1,,43,43
Switzerland,Homicide by Sharp Objects,Europe,Western Europe,Count,2013,0,,,,,,,,,,,,,,,,,1,,15,15
Austria,Homicide by Unknown Mechanisms,Europe,Western Europe,Count,2013,0,,,,,,,,,,,,,,,,,1,,3,3
Belgium,Homicide by Unknown Mechanisms,Europe,Western Europe,Count,2013,0,,,,,,,,,,,,,,,,,1,,54,54
France,Homicide by Unknown Mechanisms,Europe,Western Europe,Count,2013,0,,,,,,,,,,,,,,,,,1,,75,75
Germany,Homicide by Unknown Mechanisms,Europe,Western Europe,Count,2013,0,,,,,,,,,,,,,,,,,1,,55,55
Liechtenstein,Homicide by Unknown Mechanisms,Europe,Western Europe,Count,2013,0,,,,,,,,,,,,,,,,,1,,0,0
Netherlands,Homicide by Unknown Mechanisms,Europe,Western Europe,Count,2013,0,,,,,,,,,,,,,,,,,1,,0,0
Switzerland,Homicide by Unknown Mechanisms,Europe,Western Europe,Count,2013,0,,,,,,,,,,,,,,,,,1,,1,1
Netherlands,Male homicide by Firearms,Europe,Western Europe,Count,2013,0,,,,,,,,,,,,,,,,,1,,23,23
Switzerland,Male homicide by Firearms,Europe,Western Europe,Count,2013,0,,,,,,,,,,,,,,,,,1,,8,8
Netherlands,Male homicide by Other Mechanisms,Europe,Western Europe,Count,2013,0,,,,,,,,,,,,,,,,,1,,26,26
Switzerland,Male homicide by Other Mechanisms,Europe,Western Europe,Count,2013,0,,,,,,,,,,,,,,,,,1,,10,10
Netherlands,Male homicide by Sharp Objects,Europe,Western Europe,Count,2013,0,,,,,,,,,,,,,,,,,1,,20,20
Switzerland,Male homicide by Sharp Objects,Europe,Western Europe,Count,2013,0,,,,,,,,,,,,,,,,,1,,7,7
Switzerland,Male homicide by Unknown Mechanisms,Europe,Western Europe,Count,2013,0,,,,,,,,,,,,,,,,,1,,0,0
Netherlands,Male homicide rate by Firearms,Europe,Western Europe,Rate,2013,0,,,,,,,,,0.3,,,,,,,,1,,0.3,0.3
Switzerland,Male homicide rate by Firearms,Europe,Western Europe,Rate,2013,0,,,,,,,,,0.2,,,,,,,,1,,0.2,0.2
Netherlands,Male homicide rate by Other Mechanisms,Europe,Western Europe,Rate,2013,0,,,,,,,,,,,0.3,,,,,,1,,0.3,0.3
Switzerland,Male homicide rate by Other Mechanisms,Europe,Western Europe,Rate,2013,0,,,,,,,,,,,0.2,,,,,,1,,0.2,0.2
Netherlands,Male homicide rate by Sharp Objects,Europe,Western Europe,Rate,2013,0,,,,,,,,,,,,,0.2,,,,1,,0.2,0.2
Switzerland,Male homicide rate by Sharp Objects,Europe,Western Europe,Rate,2013,0,,,,,,,,,,,,,0.2,,,,1,,0.2,0.2
Switzerland,Male homicide rate by Unknown Mechanisms,Europe,Western Europe,Rate,2013,0,,,,,,,,,,,,,,,0,0,1,,0,0
Austria,Other Mechanism rate,Europe,Western Europe,Rate,2013,0,,,,,,,,,,,,,,,,,1,,0.1,0.1
Belgium,Other Mechanism rate,Europe,Western Europe,Rate,2013,0,,,,,,,,,,,,,,,,,1,,0.7,0.7
France,Other Mechanism rate,Europe,Western Europe,Rate,2013,0,,,,,,,,,,,,,,,,,1,,0.3,0.3
Germany,Other Mechanism rate,Europe,Western Europe,Rate,2013,0,,,,,,,,,,,,,,,,,1,,0.4,0.4
Liechtenstein,Other Mechanism rate,Europe,Western Europe,Rate,2013,0,,,,,,,,,,,,,,,,,1,,0,0
Netherlands,Other Mechanism rate,Europe,Western Europe,Rate,2013,0,,,,,,,,,,,,,,,,,1,,0.3,0.3
Switzerland,Other Mechanism rate,Europe,Western Europe,Rate,2013,0,,,,,,,,,,,,,,,,,1,,0.3,0.3
Austria,Sharp Objects rate,Europe,Western Europe,Rate,2013,0,,,,,,,,,,,,,,,,,1,,0.3,0.3
Belgium,Sharp Objects rate,Europe,Western Europe,Rate,2013,0,,,,,,,,,,,,,,,,,1,,0.4,0.4
France,Sharp Objects rate,Europe,Western Europe,Rate,2013,0,,,,,,,,,,,,,,,,,1,,0.4,0.4
Germany,Sharp Objects rate,Europe,Western Europe,Rate,2013,0,,,,,,,,,,,,,,,,,1,,0.3,0.3
Liechtenstein,Sharp Objects rate,Europe,Western Europe,Rate,2013,0,,,,,,,,,,,,,,,,,1,,0,0
Netherlands,Sharp Objects rate,Europe,Western Europe,Rate,2013,0,,,,,,,,,,,,,,,,,1,,0.3,0.3
Switzerland,Sharp Objects rate,Europe,Western Europe,Rate,2013,0,,,,,,,,,,,,,,,,,1,,0.2,0.2
Austria,Unknown Mechanism rate,Europe,Western Europe,Rate,2013,0,,,,,,,,,,,,,,,,,1,0,0,0
Belgium,Unknown Mechanism rate,Europe,Western Europe,Rate,2013,1,,,,,,,,,,,,,,,,,1,0.5,0.5,0.5
France,Unknown Mechanism rate,Europe,Western Europe,Rate,2013,1,,,,,,,,,,,,,,,,,1,0.1,0.1,0.1
Germany,Unknown Mechanism rate,Europe,Western Europe,Rate,2013,1,,,,,,,,,,,,,,,,,1,0.1,0.1,0.1
Liechtenstein,Unknown Mechanism rate,Europe,Western Europe,Rate,2013,0,,,,,,,,,,,,,,,,,1,0,0,0
Netherlands,Unknown Mechanism rate,Europe,Western Europe,Rate,2013,0,,,,,,,,,,,,,,,,,1,0,0,0
Switzerland,Unknown Mechanism rate,Europe,Western Europe,Rate,2013,0,,,,,,,,,,,,,,,,,1,0,0,0
Belarus,Female homicide by Firearms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,6,6
Bulgaria,Female homicide by Firearms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,3,3
Czechia,Female homicide by Firearms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,4,4
Hungary,Female homicide by Firearms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,2,2
Poland,Female homicide by Firearms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,3,3
Republic of Moldova,Female homicide by Firearms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,1,1
Romania,Female homicide by Firearms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,1,1
Slovakia,Female homicide by Firearms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,6,6
Bulgaria,Female homicide by Other Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,21,21
Czechia,Female homicide by Other Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,18,18
Hungary,Female homicide by Other Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,39,39
Poland,Female homicide by Other Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,29,29
Republic of Moldova,Female homicide by Other Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,27,27
Romania,Female homicide by Other Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,31,31
Belarus,Female homicide by Sharp Objects,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,85,85
Bulgaria,Female homicide by Sharp Objects,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,15,15
Czechia,Female homicide by Sharp Objects,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,6,6
Hungary,Female homicide by Sharp Objects,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,25,25
Poland,Female homicide by Sharp Objects,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,41,41
Republic of Moldova,Female homicide by Sharp Objects,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,10,10
Romania,Female homicide by Sharp Objects,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,30,30
Czechia,Female homicide by Unknown Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,7,7
Hungary,Female homicide by Unknown Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,1,1
Poland,Female homicide by Unknown Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,3,3
Republic of Moldova,Female homicide by Unknown Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,0,0
Romania,Female homicide by Unknown Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,37,37
Belarus,Female homicide rate by Firearms,Europe,Eastern Europe,Rate,2014,0,,0.1,,,,,,,,,,,,,,,1,,0.1,0.1
Bulgaria,Female homicide rate by Firearms,Europe,Eastern Europe,Rate,2014,0,,0.1,,,,,,,,,,,,,,,1,,0.1,0.1
Czechia,Female homicide rate by Firearms,Europe,Eastern Europe,Rate,2014,0,,0.1,,,,,,,,,,,,,,,1,,0.1,0.1
Hungary,Female homicide rate by Firearms,Europe,Eastern Europe,Rate,2014,0,,0,,,,,,,,,,,,,,,1,,0,0
Poland,Female homicide rate by Firearms,Europe,Eastern Europe,Rate,2014,0,,0,,,,,,,,,,,,,,,1,,0,0
Republic of Moldova,Female homicide rate by Firearms,Europe,Eastern Europe,Rate,2014,0,,0.1,,,,,,,,,,,,,,,1,,0.1,0.1
Romania,Female homicide rate by Firearms,Europe,Eastern Europe,Rate,2014,0,,0,,,,,,,,,,,,,,,1,,0,0
Slovakia,Female homicide rate by Firearms,Europe,Eastern Europe,Rate,2014,0,,0.2,,,,,,,,,,,,,,,1,,0.2,0.2
Bulgaria,Female homicide rate by Other Mechanisms,Europe,Eastern Europe,Rate,2014,0,,,0.6,,,,,,,,,,,,,,1,,0.6,0.6
Czechia,Female homicide rate by Other Mechanisms,Europe,Eastern Europe,Rate,2014,0,,,0.3,,,,,,,,,,,,,,1,,0.3,0.3
Hungary,Female homicide rate by Other Mechanisms,Europe,Eastern Europe,Rate,2014,0,,,0.8,,,,,,,,,,,,,,1,,0.8,0.8
Poland,Female homicide rate by Other Mechanisms,Europe,Eastern Europe,Rate,2014,0,,,0.1,,,,,,,,,,,,,,1,,0.1,0.1
Republic of Moldova,Female homicide rate by Other Mechanisms,Europe,Eastern Europe,Rate,2014,0,,,1.3,,,,,,,,,,,,,,1,,1.3,1.3
Romania,Female homicide rate by Other Mechanisms,Europe,Eastern Europe,Rate,2014,0,,,0.3,,,,,,,,,,,,,,1,,0.3,0.3
Belarus,Female homicide rate by Sharp Objects,Europe,Eastern Europe,Rate,2014,0,,,,,1.7,,,,,,,,,,,,1,,1.7,1.7
Bulgaria,Female homicide rate by Sharp Objects,Europe,Eastern Europe,Rate,2014,0,,,,,0.4,,,,,,,,,,,,1,,0.4,0.4
Czechia,Female homicide rate by Sharp Objects,Europe,Eastern Europe,Rate,2014,0,,,,,0.1,,,,,,,,,,,,1,,0.1,0.1
Hungary,Female homicide rate by Sharp Objects,Europe,Eastern Europe,Rate,2014,0,,,,,0.5,,,,,,,,,,,,1,,0.5,0.5
Poland,Female homicide rate by Sharp Objects,Europe,Eastern Europe,Rate,2014,0,,,,,0.2,,,,,,,,,,,,1,,0.2,0.2
Republic of Moldova,Female homicide rate by Sharp Objects,Europe,Eastern Europe,Rate,2014,0,,,,,0.5,,,,,,,,,,,,1,,0.5,0.5
Romania,Female homicide rate by Sharp Objects,Europe,Eastern Europe,Rate,2014,0,,,,,0.3,,,,,,,,,,,,1,,0.3,0.3
Czechia,Female homicide rate by Unknown Mechanisms,Europe,Eastern Europe,Rate,2014,0,,,,,,,0.1,0.1,,,,,,,,,1,,0.1,0.1
Hungary,Female homicide rate by Unknown Mechanisms,Europe,Eastern Europe,Rate,2014,0,,,,,,,0,0,,,,,,,,,1,,0,0
Poland,Female homicide rate by Unknown Mechanisms,Europe,Eastern Europe,Rate,2014,0,,,,,,,0,0,,,,,,,,,1,,0,0
Republic of Moldova,Female homicide rate by Unknown Mechanisms,Europe,Eastern Europe,Rate,2014,0,,,,,,,0,0,,,,,,,,,1,,0,0
Romania,Female homicide rate by Unknown Mechanisms,Europe,Eastern Europe,Rate,2014,0,,,,,,,0.4,0.4,,,,,,,,,1,,0.4,0.4
Belarus,Firearms rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,,0.2,0.2
Bulgaria,Firearms rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,,0.3,0.3
Czechia,Firearms rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,,0.1,0.1
Hungary,Firearms rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,,0,0
Poland,Firearms rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,,0,0
Republic of Moldova,Firearms rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,,0.1,0.1
Romania,Firearms rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,,0,0
Slovakia,Firearms rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,,0.3,0.3
Belarus,Homicide by Firearms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,20,20
Bulgaria,Homicide by Firearms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,18,18
Czechia,Homicide by Firearms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,10,10
Hungary,Homicide by Firearms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,3,3
Poland,Homicide by Firearms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,18,18
Republic of Moldova,Homicide by Firearms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,5,5
Romania,Homicide by Firearms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,4,4
Slovakia,Homicide by Firearms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,16,16
Bulgaria,Homicide by Other Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,60,60
Czechia,Homicide by Other Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,45,45
Hungary,Homicide by Other Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,84,84
Poland,Homicide by Other Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,110,110
Republic of Moldova,Homicide by Other Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,83,83
Romania,Homicide by Other Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,103,103
Slovakia,Homicide by Other Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,28,28
Belarus,Homicide by Sharp Objects,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,267,267
Bulgaria,Homicide by Sharp Objects,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,38,38
Czechia,Homicide by Sharp Objects,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,16,16
Hungary,Homicide by Sharp Objects,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,58,58
Poland,Homicide by Sharp Objects,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,149,149
Republic of Moldova,Homicide by Sharp Objects,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,41,41
Romania,Homicide by Sharp Objects,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,91,91
Slovakia,Homicide by Sharp Objects,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,23,23
Bulgaria,Homicide by Unknown Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,0,0
Czechia,Homicide by Unknown Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,10,10
Hungary,Homicide by Unknown Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,1,1
Poland,Homicide by Unknown Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,5,5
Republic of Moldova,Homicide by Unknown Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,1,1
Romania,Homicide by Unknown Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,100,100
Slovakia,Homicide by Unknown Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,1,1
Belarus,Male Homicide by Firearms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,14,14
Bulgaria,Male Homicide by Firearms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,15,15
Czechia,Male Homicide by Firearms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,6,6
Hungary,Male Homicide by Firearms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,1,1
Poland,Male Homicide by Firearms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,15,15
Republic of Moldova,Male Homicide by Firearms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,4,4
Romania,Male Homicide by Firearms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,3,3
Slovakia,Male Homicide by Firearms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,10,10
Bulgaria,Male Homicide by Other Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,39,39
Czechia,Male Homicide by Other Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,27,27
Hungary,Male Homicide by Other Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,45,45
Poland,Male Homicide by Other Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,81,81
Republic of Moldova,Male Homicide by Other Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,57,57
Romania,Male Homicide by Other Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,72,72
Belarus,Male Homicide by Sharp Objects,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,182,182
Bulgaria,Male Homicide by Sharp Objects,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,23,23
Czechia,Male Homicide by Sharp Objects,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,10,10
Hungary,Male Homicide by Sharp Objects,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,33,33
Poland,Male Homicide by Sharp Objects,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,108,108
Republic of Moldova,Male Homicide by Sharp Objects,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,31,31
Romania,Male Homicide by Sharp Objects,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,61,61
Czechia,Male Homicide by Unknown Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,3,3
Hungary,Male Homicide by Unknown Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,0,0
Poland,Male Homicide by Unknown Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,3,3
Republic of Moldova,Male Homicide by Unknown Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,1,1
Romania,Male Homicide by Unknown Mechanisms,Europe,Eastern Europe,Count,2014,0,,,,,,,,,,,,,,,,,1,,63,63
Belarus,Male Homicide rate by Firearms,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,0.3,,,,,,,,1,,0.3,0.3
Bulgaria,Male Homicide rate by Firearms,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,0.4,,,,,,,,1,,0.4,0.4
Czechia,Male Homicide rate by Firearms,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,0.1,,,,,,,,1,,0.1,0.1
Hungary,Male Homicide rate by Firearms,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,0,,,,,,,,1,,0,0
Poland,Male Homicide rate by Firearms,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,0.1,,,,,,,,1,,0.1,0.1
Republic of Moldova,Male Homicide rate by Firearms,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,0.2,,,,,,,,1,,0.2,0.2
Romania,Male Homicide rate by Firearms,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,0,,,,,,,,1,,0,0
Slovakia,Male Homicide rate by Firearms,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,0.4,,,,,,,,1,,0.4,0.4
Bulgaria,Male Homicide rate by Other Mechanisms,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,1.1,,,,,,1,,1.1,1.1
Czechia,Male Homicide rate by Other Mechanisms,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,0.5,,,,,,1,,0.5,0.5
Hungary,Male Homicide rate by Other Mechanisms,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,1,,,,,,1,,1,1
Poland,Male Homicide rate by Other Mechanisms,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,0.4,,,,,,1,,0.4,0.4
Republic of Moldova,Male Homicide rate by Other Mechanisms,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,2.9,,,,,,1,,2.9,2.9
Romania,Male Homicide rate by Other Mechanisms,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,0.7,,,,,,1,,0.7,0.7
Belarus,Male Homicide rate by Sharp Objects,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,4.1,,,,1,,4.1,4.1
Bulgaria,Male Homicide rate by Sharp Objects,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,0.6,,,,1,,0.6,0.6
Czechia,Male Homicide rate by Sharp Objects,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,0.2,,,,1,,0.2,0.2
Hungary,Male Homicide rate by Sharp Objects,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,0.7,,,,1,,0.7,0.7
Poland,Male Homicide rate by Sharp Objects,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,0.6,,,,1,,0.6,0.6
Republic of Moldova,Male Homicide rate by Sharp Objects,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,1.6,,,,1,,1.6,1.6
Romania,Male Homicide rate by Sharp Objects,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,0.6,,,,1,,0.6,0.6
Czechia,Male Homicide rate by Unknown Mechanisms,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,0.1,0.1,1,,0.1,0.1
Hungary,Male Homicide rate by Unknown Mechanisms,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,0,0,1,,0,0
Poland,Male Homicide rate by Unknown Mechanisms,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,0,0,1,,0,0
Republic of Moldova,Male Homicide rate by Unknown Mechanisms,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,0,0,1,,0,0
Romania,Male Homicide rate by Unknown Mechanisms,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,0.6,0.6,1,,0.6,0.6
Bulgaria,Other Mechanism rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,,0.8,0.8
Czechia,Other Mechanism rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,,0.4,0.4
Hungary,Other Mechanism rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,,0.9,0.9
Poland,Other Mechanism rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,,0.3,0.3
Republic of Moldova,Other Mechanism rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,,2,2
Romania,Other Mechanism rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,,0.5,0.5
Slovakia,Other Mechanism rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,,0.5,0.5
Belarus,Sharp Objects rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,,2.8,2.8
Bulgaria,Sharp Objects rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,,0.5,0.5
Czechia,Sharp Objects rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,,0.2,0.2
Hungary,Sharp Objects rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,,0.6,0.6
Poland,Sharp Objects rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,,0.4,0.4
Republic of Moldova,Sharp Objects rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,,1,1
Romania,Sharp Objects rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,,0.5,0.5
Slovakia,Sharp Objects rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,,0.4,0.4
Bulgaria,Unknown Mechanism rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,0,0,0
Czechia,Unknown Mechanism rate,Europe,Eastern Europe,Rate,2014,1,,,,,,,,,,,,,,,,,1,0.1,0.1,0.1
Hungary,Unknown Mechanism rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,0,0,0
Poland,Unknown Mechanism rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,0,0,0
Republic of Moldova,Unknown Mechanism rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,0,0,0
Romania,Unknown Mechanism rate,Europe,Eastern Europe,Rate,2014,1,,,,,,,,,,,,,,,,,1,0.5,0.5,0.5
Slovakia,Unknown Mechanism rate,Europe,Eastern Europe,Rate,2014,0,,,,,,,,,,,,,,,,,1,0,0,0
